Group,0%,10%,15%,20%,5%
B. anthracis,0.9999302089214325,0.9985995173454285,0.9850495755672455,0.8723142504692077,0.9998236656188965
Brucella spp,0.9986189670032926,0.918183394604259,0.8364897523489263,0.7693714052438736,0.9936786459551917
E. coli,0.9918963147534264,0.989588028854794,0.9470114192614952,0.9584316213149577,0.996474391884274
M. tuberculosis,0.9772883974588834,0.9745597701806289,0.9665926282222455,0.9257892416073725,0.968810125039174
N. meningitidis,0.9909854332605997,0.9800484776496887,0.9573549429575602,0.8840819199879965,0.9623138010501862
